Starting Experiment with Threshold 0.001
Optimisation 1
Stopping on first fine-grained match below threshold
Filename, Fine-grained tries, Coarse-grained Measure, comparisons#, Buffer size (bytes), Heap size (bytes), time taken (ms)
0000000380,0,9.725852531760987E-4,241954,16451,1045846,6
0000000381,0,0.0,241976,927,1045848,6
0000000382,0,8.100445524503848E-4,241964,9876,1045846,5
0000000383,0,7.835455435847208E-4,241961,5105,1045837,5
0000000384,0,9.722306617244941E-4,241959,16457,1045851,6
0000000385,0,0.0,241970,1410,1045850,5
0000000386,0,7.047216349541931E-4,241969,5676,1045854,10
0000000387,0,5.331911490269261E-4,241972,3751,1045855,5
0000000388,0,8.675848606441818E-4,241964,9221,1045862,5
0000000389,0,8.936550491510277E-4,241970,6714,1045863,6
0000000390,0,6.653359946773121E-4,241973,3006,1045858,12
0000000391,0,9.569377990430622E-4,241973,6270,1045861,6
0000000392,0,9.721125220244244E-4,241956,16459,1045866,7
0000000393,0,9.721715882853323E-4,241957,16458,1045867,5
0000000394,0,9.153318077803204E-4,241970,2185,1045862,5
0000000395,0,0.0,582396,1233,1045578,9
0000000396,0,0.0,101047,9,1045578,4
0000000397,0,0.0,582396,1231,1045578,9
0000000398,0,0.0,83485,9,1045578,3
0000000399,0,0.0,582396,1234,1045578,8
0000000400,0,0.0,38037,9,1045578,3
0000000401,0,0.0,582396,1225,1045580,10
0000000402,0,0.0,56384,9,1045580,2
0000000403,0,0.0,582397,1235,1045581,9
0000000404,0,0.0,14335,9,1045581,3
0000000405,0,0.0,582397,399,1045580,9
0000000406,0,0.0,11321,9,1045579,2
0000000407,0,9.724079251245898E-4,241968,16454,1045863,5
0000000408,0,0.0,701141,108,762581,9
0000000409,0,7.905138339920949E-4,701139,5060,762605,10
0000000410,0,0.0,701141,481,762583,10
0000000411,0,0.0,701141,333,762581,10
0000000412,0,0.0,82107,4,762581,3
0000000413,0,0.0,582396,1239,1045578,9
0000000414,0,0.0,50223,9,1045579,2
0000000415,0,0.0,582396,1224,1045578,9
0000000416,0,0.0,12569,9,1045579,3
0000000417,0,9.98502246630055E-4,582395,2003,1045583,9
0000000418,0,0.0,16635,9,1045583,3
0000000419,0,9.73295212604173E-4,241974,16439,1045883,6
0000000420,0,9.725261366399222E-4,241982,16452,1045897,5
0000000421,0,9.719353662981412E-4,241973,16462,1045907,5
0000000422,0,9.731570837726056E-4,241973,12331,1045900,6
0000000423,0,0.0,163985,17,1045405,4
0000000424,0,0.0,163985,17,1045405,4
0000000425,0,9.72467027289856E-4,241975,16453,1045897,5
0000000426,0,9.722306617244941E-4,241974,16457,1045902,5
0000000427,0,8.9126559714795E-4,241966,15708,1045901,5
0000000428,0,0.0,582397,909,1045585,9
0000000429,0,0.0,163365,9,1045585,4
0000000430,0,0.0,5,1,869206,2
0000000431,0,0.0,701268,16,869218,13
0000000432,0,0.0,701263,531,869226,11
0000000433,0,8.896797153024911E-4,242011,13488,1045926,11
0000000434,0,9.714632665452338E-4,242003,16470,1045934,5
0000000435,0,9.735320961362945E-4,241999,16435,1045899,6
0000000436,0,8.793417498900823E-4,242009,15921,1045976,7
0000000437,0,9.668257900779504E-4,242005,16549,1046013,6
0000000438,0,9.711684370257966E-4,242003,16475,1045939,5
0000000439,0,9.706970818418977E-4,242000,16483,1045947,6
0000000440,0,9.739469198928658E-4,241999,16428,1045892,7
0000000441,0,9.722306617244941E-4,242002,16457,1045921,6
0000000442,0,9.68640271219276E-4,242003,16518,1045982,5
0000000443,0,9.738876377137988E-4,242003,16429,1045893,6
0000000444,0,9.725852531760987E-4,242008,16451,1045915,6
0000000445,0,9.738283627510651E-4,241957,16430,1045316,6
0000000446,0,9.727035078120251E-4,241950,16449,1045497,7
0000000447,0,9.65542212298594E-4,241943,16571,1045618,6
0000000448,0,9.554520482503284E-4,241945,16746,1045792,5
0000000449,0,9.694619486185168E-4,241948,16504,1045550,5
0000000450,0,9.724079251245898E-4,241945,16454,1045337,5
0000000451,0,9.729992702505473E-4,241943,16444,1045327,6
0000000452,0,9.72940103374886E-4,241945,16445,1045347,7
0000000453,0,7.196833393306944E-4,241953,2779,1045394,7
0000000454,0,7.479431563201197E-4,200968,2674,664159,5
0000000455,0,0.0,582399,497,1045588,9
0000000456,0,0.0,159965,9,1045591,4
0000000457,0,0.0,4096,108,40965,1
0000000458,0,8.098805426199635E-4,4092,4939,40992,1
0000000459,0,0.0,4096,480,40966,1
0000000460,0,0.0,4095,334,40966,1
0000000461,0,0.0,4096,4,40965,1
0000000462,0,8.699434536755111E-4,241958,4598,1045621,6
0000000463,0,0.0,910107,1379,1045350,14
0000000464,0,0.0,910111,1378,1045352,13
0000000465,0,0.0,910120,1381,1045365,14
0000000466,0,0.0,910146,1378,1045395,14
0000000467,0,0.0,910152,1382,1045407,13
0000000468,0,0.0,910164,1376,1045423,14
0000000469,0,0.0,910169,1374,1045424,15
0000000470,0,0.0,910175,1372,1045426,13
0000000471,0,0.0,910176,1376,1045427,14
0000000472,0,0.0,910181,1376,1045436,13
0000000473,0,0.0,910187,1381,1045444,20
0000000474,0,0.0,910191,1375,1045450,15
0000000475,0,0.0,910198,391,1045451,13
0000000476,0,0.0,582401,552,1045588,10
0000000477,0,0.0,532878,9,1045588,8
0000000478,0,0.0,585963,17,1045041,10
0000000479,0,0.0,163985,17,1045397,4
0000000480,0,0.0,614838,17,1045218,11
0000000481,0,0.0,582401,709,1045590,9
0000000482,0,0.0,180542,9,1045590,5
0000000483,0,0.0,902059,140,1045572,13
0000000484,0,0.0,149630,9,1045583,4
0000000485,0,0.0,241956,1736,1045556,5
0000000486,0,0.0,910101,1377,1045360,13
0000000487,0,0.0,910103,1373,1045357,12
0000000488,0,0.0,910106,1379,1045365,13
0000000489,0,0.0,910110,1380,1045371,14
0000000490,0,0.0,910110,1381,1045368,12
0000000491,0,0.0,910109,1380,1045373,13
0000000492,0,0.0,910111,1379,1045371,12
0000000493,0,0.0,910110,1376,1045364,13
0000000494,0,0.0,910111,1377,1045363,13
0000000495,0,0.0,910112,1379,1045365,13
0000000496,0,0.0,910110,1373,1045365,13
0000000497,0,0.0,910109,1378,1045368,13
0000000498,0,0.0,910111,1159,1045370,14
0000000499,0,0.0,5,1,90149,1
0000000500,0,0.0,53277,16,90149,1
0000000501,0,0.0,53280,463,90160,2
0000000502,0,0.0,360891,108,1045580,7
0000000503,0,8.216926869350862E-4,360887,4868,1045620,6
0000000504,0,0.0,360919,483,1045632,7
0000000505,0,0.0,360925,335,1045699,8
0000000506,0,0.0,24302,4,1045701,2
0000000507,0,0.0,902182,140,1045698,15
0000000508,0,0.0,14655,9,1045692,1
0000000509,0,0.0,582401,940,1045590,9
0000000510,0,0.0,76983,9,1045590,3
0000000511,0,0.0,902157,140,1045669,14
0000000512,0,0.0,12573,9,1045669,2
0000000513,0,0.0,241972,124,1045655,5
0000000514,0,0.0,910028,1378,1045295,13
0000000515,0,0.0,910016,1378,1045272,11
0000000516,0,0.0,910008,1379,1045274,12
0000000517,0,0.0,910015,1375,1045272,13
0000000518,0,0.0,910013,1375,1045266,12
0000000519,0,0.0,910010,1376,1045270,14
0000000520,0,0.0,910013,1375,1045268,12
0000000521,0,0.0,910014,1377,1045270,13
0000000522,0,0.0,910012,1373,1045267,21
0000000523,0,0.0,910014,1377,1045271,17
0000000524,0,0.0,910010,1375,1045268,13
0000000525,0,0.0,910014,1374,1045270,12
0000000526,0,0.0,910014,1379,1045272,14
0000000527,0,0.0,910011,1376,1045266,14
0000000528,0,0.0,910013,1377,1045270,13
0000000529,0,0.0,910013,1377,1045272,13
0000000530,0,0.0,910013,1375,1045268,12
0000000531,0,0.0,910013,1375,1045267,14
0000000532,0,0.0,910011,1376,1045269,11
0000000533,0,0.0,910013,1374,1045266,14
0000000534,0,0.0,910015,1380,1045276,13
0000000535,0,0.0,910015,1374,1045267,13
0000000536,0,0.0,910015,1381,1045274,13
0000000537,0,0.0,910015,1381,1045274,12
0000000538,0,0.0,910014,1190,1045268,13
0000000539,0,0.0,360916,115,1045692,7
0000000540,0,0.0,5,1,1045692,2
0000000541,0,0.0,360912,16,1045706,8
0000000542,0,0.0,360917,40,1045705,7
0000000543,0,0.0,902156,166,1045705,15
0000000544,0,0.0,241970,157,1045705,6
0000000545,0,0.0,16486,9,1045694,2
0000000546,0,0.0,614841,17,1045222,10
0000000547,0,0.0,176203,17,1045285,3
0000000548,0,0.0,902158,140,1045695,14
0000000549,0,0.0,295078,17,1045226,5
0000000550,0,0.0,241971,190,1045696,6
0000000551,0,0.0,39402,9,1045696,2
0000000552,0,0.0,902141,166,1045679,14
